Date,Open,High,Low,Close,Adj Close,Volume,Daily_Returns,Log_Volume
2014-01-02,4160.029785,4160.959961,4131.790039,4143.069824,4143.069824,1738820000,,21.276472559198176
2014-01-03,4148.560059,4152.959961,4124.959961,4131.910156,4131.910156,1667480000,-0.2693574685938005,21.234579341679126
2014-01-06,4137.029785,4139.779785,4103.75,4113.680176,4113.680176,2292840000,-0.4411998158655006,21.55305706080366
2014-01-07,4128.569824,4158.180176,4126.47998,4153.180176,4153.180176,2278220000,0.9602107677317839,21.546660273252055
2014-01-08,4154.279785,4171.75,4145.0,4165.609863,4165.609863,2345220000,0.29928118870996556,21.57564505107528
2014-01-09,4179.040039,4182.740234,4142.700195,4156.189941,4156.189941,2214770000,-0.22613548339392997,21.518414397580244
2014-01-10,4168.939941,4174.680176,4142.209961,4174.669922,4174.669922,2143070000,0.4446375469441044,21.485505217393413
2014-01-13,4167.410156,4179.470215,4097.990234,4113.299805,4113.299805,2322240000,-1.4700591459120504,21.565798074054047
2014-01-14,4129.600098,4183.839844,4125.810059,4183.02002,4183.02002,2034180000,1.694994731851307,21.433358626232497
2014-01-15,4196.529785,4218.790039,4195.97998,4214.879883,4214.879883,2101870000,0.7616473946495672,21.466093261627552
2014-01-16,4209.589844,4219.279785,4204.160156,4218.689941,4218.689941,2005850000,0.09039541115671845,21.419333748017333
2014-01-17,4207.819824,4217.240234,4187.310059,4197.580078,4197.580078,2150370000,-0.5003890614202366,21.488905757302934
2014-01-21,4222.97998,4227.930176,4193.169922,4225.759766,4225.759766,2034030000,0.6713317548768805,21.433284883726547
2014-01-22,4234.580078,4246.549805,4225.52002,4243.0,4243.0,2026910000,0.40797951030517865,21.429778302838532
2014-01-23,4224.359863,4224.439941,4192.279785,4218.879883,4218.879883,2191980000,-0.5684684657082384,21.508071081902965
2014-01-24,4194.970215,4197.930176,4128.169922,4128.169922,4128.169922,2489470000,-2.150095843342581,21.63533567336133
2014-01-27,4132.220215,4136.459961,4052.629883,4083.610107,4083.610107,2398280000,-1.0794084507648294,21.598017650705327
2014-01-28,4067.860107,4099.810059,4067.689941,4097.959961,4097.959961,2091180000,0.3514011774875758,21.460994336901734
2014-01-29,4060.610107,4091.27002,4044.76001,4051.429932,4051.429932,2231850000,-1.1354437193828781,21.52609667490609
2014-01-30,4098.810059,4135.839844,4094.169922,4123.129883,4123.129883,2168410000,1.769744317523081,21.49726001703508
2014-01-31,4068.629883,4124.919922,4067.610107,4103.879883,4103.879883,2300570000,-0.4668783314192737,21.55642275526466
2014-02-03,4105.060059,4113.549805,3989.949951,3996.959961,3996.959961,2617030000,-2.6053375110442922,21.685305923936546
2014-02-04,4019.439941,4044.199951,4004.580078,4031.52002,4031.52002,2173360000,0.8646586239846377,21.49954019408024
2014-02-05,4015.5,4026.280029,3968.189941,4011.550049,4011.550049,2168360000,-0.49534594646512,21.497236958399277
2014-02-06,4022.659912,4064.060059,4022.169922,4057.120117,4057.120117,1942700000,1.1359715681812155,21.387344595009008
2014-02-07,4081.820068,4126.509766,4069.929932,4125.859863,4125.859863,2055850000,1.6942990105707878,21.44395522467938
2014-02-10,4125.120117,4148.299805,4122.609863,4148.169922,4148.169922,1811970000,0.5407371975978403,21.317680488138752
2014-02-11,4154.660156,4198.509766,4153.100098,4191.049805,4191.049805,1993950000,1.0337060392001884,21.41338343294599
2014-02-12,4196.850098,4212.609863,4190.390137,4201.290039,4201.290039,2035890000,0.24433577448266242,21.434198906670236
2014-02-13,4171.580078,4240.669922,4170.470215,4240.669922,4240.669922,2249990000,0.9373283594905635,21.53419160870842
2014-02-14,4237.0,4250.910156,4225.75,4244.02002,4244.02002,1881510000,0.07899926336214502,21.35534048289196
2014-02-18,4253.709961,4277.330078,4243.560059,4272.779785,4272.779785,1886210000,0.6776538485791628,21.357835361724728
2014-02-19,4260.740234,4274.290039,4232.379883,4237.950195,4237.950195,1956720000,-0.8151505987336827,21.394535438987038
2014-02-20,4241.459961,4272.339844,4226.75,4267.549805,4267.549805,1992780000,0.6984416672692673,21.412796485731814
2014-02-21,4282.169922,4284.850098,4261.629883,4263.410156,4263.410156,2138250000,-0.09700294522982933,21.483253574425166
2014-02-24,4273.319824,4311.129883,4272.109863,4292.970215,4292.970215,2161300000,0.6933430732297685,21.493975729454146
2014-02-25,4298.47998,4307.509766,4275.799805,4287.589844,4287.589844,2137150000,-0.12532980036061847,21.48273900267783
2014-02-26,4300.450195,4316.819824,4278.540039,4292.060059,4292.060059,2108270000,0.10425938960219039,21.469133542915
2014-02-27,4291.470215,4322.459961,4284.779785,4318.930176,4318.930176,2049160000,0.6260424278932364,21.440695790026197
2014-02-28,4323.52002,4342.589844,4275.609863,4308.120117,4308.120117,2617730000,-0.25029483134666464,21.685573366953676
2014-03-03,4261.419922,4284.149902,4239.649902,4277.299805,4277.299805,2077500000,-0.715400480092987,21.454431084693876
2014-03-04,4327.850098,4357.209961,4327.540039,4351.970215,4351.970215,2477850000,1.7457371099569352,21.630657085633533
2014-03-05,4352.759766,4362.5,4344.149902,4357.970215,4357.970215,2215980000,0.13786859062867585,21.518960580519963
2014-03-06,4368.810059,4371.709961,4341.0,4352.129883,4352.129883,2136260000,-0.1340149590719597,21.482322473483176
2014-03-07,4370.97998,4371.390137,4319.149902,4336.220215,4336.220215,2175560000,-0.3655605054928346,21.500551939611388
2014-03-10,4332.620117,4339.930176,4307.839844,4334.450195,4334.450195,2111610000,-0.04081942134481764,21.470716526647927
2014-03-11,4342.930176,4354.430176,4295.470215,4307.189941,4307.189941,2477780000,-0.6289206882904463,21.63062883493685
2014-03-12,4288.600098,4323.330078,4270.220215,4323.330078,4323.330078,2131880000,0.3747254525825028,21.480270056487704
2014-03-13,4338.259766,4339.899902,4242.950195,4260.419922,4260.419922,2383600000,-1.4551319206490554,21.5918777868371
2014-03-14,4250.450195,4272.339844,4241.939941,4245.399902,4245.399902,2196890000,-0.3525478773216517,21.510308560820505
2014-03-17,4274.220215,4301.279785,4273.009766,4279.950195,4279.950195,1810410000,0.8138289395004605,21.31681917590953
2014-03-18,4286.220215,4334.660156,4284.109863,4333.310059,4333.310059,1962890000,1.246740302313265,21.39768371399207
2014-03-19,4331.459961,4334.299805,4283.540039,4307.600098,4307.600098,1992750000,-0.593309978975598,21.412781431272307
2014-03-20,4297.990234,4329.609863,4287.410156,4319.290039,4319.290039,1847270000,0.27137943945698684,21.33697471047928
2014-03-21,4339.899902,4344.390137,4268.339844,4276.790039,4276.790039,3245740000,-0.9839580027332318,21.900609204247875
2014-03-24,4289.490234,4289.490234,4190.609863,4226.390137,4226.390137,2434650000,-1.178451631723887,21.613068845983463
2014-03-25,4252.649902,4274.319824,4203.640137,4234.27002,4234.27002,2270760000,0.18644476123996778,21.543380414168233
2014-03-26,4254.97998,4263.069824,4173.580078,4173.580078,4173.580078,2455460000,-1.4333035378787717,21.621579953349578
2014-03-27,4169.350098,4186.129883,4131.810059,4151.22998,4151.22998,2270650000,-0.5355138174492624,21.543331971063548
2014-03-28,4163.180176,4203.490234,4144.689941,4155.759766,4155.759766,2029840000,0.10911912907316523,21.431222809159838
2014-03-31,4185.629883,4212.970215,4180.540039,4198.990234,4198.990234,2090850000,1.0402542599715847,21.46083651880828
2014-04-01,4219.870117,4268.200195,4218.77002,4268.040039,4268.040039,2153130000,1.644438332837539,21.490188434369696
2014-04-02,4281.609863,4286.089844,4258.859863,4276.459961,4276.459961,2187100000,0.19727842107994942,21.50584230233278
2014-04-03,4282.180176,4284.689941,4216.569824,4237.740234,4237.740234,2067370000,-0.9054153985565527,21.449543105013397
2014-04-04,4263.939941,4267.060059,4118.709961,4127.72998,4127.72998,2621270000,-2.59596501733097,21.68692477009884
2014-04-07,4110.919922,4133.680176,4052.139893,4079.75,4079.75,2554680000,-1.1623817505620915,21.661192808139923
2014-04-08,4085.179932,4120.240234,4066.110107,4112.990234,4112.990234,2198900000,0.8147615417611442,21.511223072269
2014-04-09,4129.629883,4185.189941,4121.169922,4183.899902,4183.899902,1957560000,1.7240417303650668,21.394964636700486
2014-04-10,4181.209961,4182.609863,4042.76001,4054.110107,4054.110107,2421210000,-3.102124764934211,21.607533252156657
2014-04-11,4015.070068,4067.219971,3991.639893,3999.72998,3999.72998,2264480000,-1.3413579198577996,21.5406109889498
2014-04-14,4038.060059,4050.790039,3986.5,4022.689941,4022.689941,1890480000,0.5740377754200221,21.360096602027454
2014-04-15,4032.629883,4054.800049,3946.030029,4034.159912,4034.159912,2413110000,0.28513186868059925,21.60418220895724
2014-04-16,4066.820068,4086.280029,4038.810059,4086.22998,4086.22998,1863110000,1.2907289035596348,21.3455129713746
2014-04-17,4080.300049,4110.459961,4064.699951,4095.52002,4095.52002,1954720000,0.22734990554789114,21.393512797620023
2014-04-21,4105.370117,4121.549805,4081.909912,4121.549805,4121.549805,1544440000,0.6355672752882624,21.157927222044854
2014-04-22,4132.060059,4170.720215,4131.609863,4161.459961,4161.459961,1875930000,0.9683288541505242,21.352370373401445
2014-04-23,4160.899902,4161.439941,4125.410156,4126.970215,4126.970215,1794760000,-0.8287895672006274,21.308137145212
2014-04-24,4174.609863,4177.160156,4107.52002,4148.339844,4148.339844,2130870000,0.5178042943544625,21.47979618397869
2014-04-25,4125.160156,4126.97998,4068.100098,4075.560059,4075.560059,2087140000,-1.754431597624917,21.459060544727375
2014-04-28,4091.810059,4111.589844,4014.169922,4074.399902,4074.399902,2348320000,-0.02846619809804274,21.576966015827164
2014-04-29,4089.51001,4111.450195,4070.25,4103.540039,4103.540039,1911240000,0.7152007093289114,21.371018083015965
2014-04-30,4085.189941,4116.140137,4070.629883,4114.560059,4114.560059,2151400000,0.26854910382902997,21.489384629962178
2014-05-01,4121.25,4149.560059,4105.609863,4127.450195,4127.450195,2077040000,0.3132810267723496,21.454209640200922
2014-05-02,4138.629883,4145.060059,4115.890137,4123.899902,4123.899902,1844790000,-0.08601661636767899,21.335631286822572
2014-05-05,4099.25,4138.339844,4086.350098,4138.060059,4138.060059,1561170000,0.34336810631927506,21.168701377098404
2014-05-06,4128.220215,4132.459961,4080.76001,4080.76001,4080.76001,1850610000,-1.3847080076901386,21.338781151417475
2014-05-07,4085.48999,4091.030029,4021.050049,4067.669922,4067.669922,2486030000,-0.32077573706668083,21.633952897540556
2014-05-08,4053.280029,4109.200195,4039.909912,4051.5,4051.5,2411940000,-0.39752296302473233,21.603697239880056
2014-05-09,4043.439941,4071.870117,4025.23999,4071.870117,4071.870117,1976160000,0.5027796371714244,21.404421404653977
2014-05-12,4092.840088,4146.540039,4092.090088,4143.859863,4143.859863,1880020000,1.767977463216308,21.354548252029556
2014-05-13,4144.899902,4155.129883,4128.009766,4130.169922,4130.169922,1923480000,-0.3303668910774604,21.377401882390064
2014-05-14,4122.080078,4132.330078,4093.830078,4100.629883,4100.629883,1764430000,-0.7152257548206586,21.29109352899769
2014-05-15,4096.529785,4098.25,4035.959961,4069.290039,4069.290039,2083030000,-0.7642690243741646,21.457089401425904
2014-05-16,4070.350098,4091.159912,4044.27002,4090.590088,4090.590088,1741070000,0.523434033845227,21.277765703701906
2014-05-19,4080.330078,4128.470215,4075.699951,4125.810059,4125.810059,1601400000,0.8609997639049682,21.194144083602808
2014-05-20,4121.109863,4124.859863,4080.610107,4096.890137,4096.890137,1797910000,-0.700951366796787,21.30989071612566
2014-05-21,4105.959961,4133.609863,4103.609863,4131.540039,4131.540039,1703500000,0.8457610734314835,21.255950795065296
2014-05-22,4136.089844,4164.850098,4131.470215,4154.339844,4154.339844,1835810000,0.5518476109339199,21.3307516379509
2014-05-23,4159.779785,4186.580078,4148.299805,4185.810059,4185.810059,1536610000,0.7575262540317151,21.152844528251162
2014-05-27,4206.439941,4237.069824,4204.720215,4237.069824,4237.069824,1812330000,1.224608003647587,21.31787914719081
2014-05-28,4234.959961,4238.169922,4216.890137,4225.080078,4225.080078,1785140000,-0.2829725847822151,21.302762680474984
2014-05-29,4238.040039,4247.950195,4228.959961,4247.950195,4247.950195,1714000000,0.5412942850263391,21.262095657122
2014-05-30,4251.490234,4252.080078,4221.950195,4242.620117,4242.620117,1903660000,-0.1254741170523488,21.367044185941236
2014-06-02,4247.959961,4247.959961,4207.609863,4237.200195,4237.200195,1631310000,-0.12774940603997864,21.212649209968045
2014-06-03,4222.040039,4240.350098,4215.799805,4234.080078,4234.080078,1718640000,-0.07363628944608847,21.26479911733107
2014-06-04,4222.209961,4256.189941,4216.22998,4251.640137,4251.640137,1610090000,0.41473138619274597,21.19955591500152
2014-06-05,4259.120117,4299.5,4241.680176,4296.22998,4296.22998,1926750000,1.0487680415836698,21.379100482622377
2014-06-06,4312.759766,4322.509766,4305.740234,4321.399902,4321.399902,1616650000,0.5858606759221896,21.203621943896202
2014-06-09,4324.350098,4346.740234,4320.279785,4336.240234,4336.240234,1783060000,0.3434149196220204,21.301596826410975
2014-06-10,4329.200195,4338.870117,4319.930176,4338.0,4338.0,1787120000,0.0405827607567133,21.30387122251994
2014-06-11,4322.919922,4338.209961,4315.490234,4331.930176,4331.930176,1778460000,-0.1399221761180347,21.299013658236774
