Date,Open,High,Low,Close,Adj Close,SMA_5,EMA_5,SMA_10,SMA_20,EMA_20,SMA_50,EMA_50,BB_Upper,BB_Middle,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Target_Close_1d
2014-03-14,4250.450195,4272.339844,4241.939941,4245.399902,4245.399902,4294.1580076,4284.1196240110075,4314.6380371000005,4296.58803715,4279.272876298881,4203.55099126,4227.562571919823,4370.765355216904,4296.588037149998,4682120000.0,4260.419922,4323.330078,4307.189941,4336.220215,4279.950195
2014-03-17,4274.220215,4301.279785,4273.009766,4279.950195,4279.950195,4283.2580076,4282.729814340672,4314.9030761,4298.3845458999995,4279.337382841844,4206.288598679999,4229.616988511203,4369.038979686592,4298.384545899999,6492530000.0,4245.399902,4260.419922,4323.330078,4334.450195,4333.310059
2014-03-18,4286.220215,4334.660156,4284.109863,4333.310059,4333.310059,4288.4820312,4299.589895893781,4313.037060500001,4301.411059600001,4284.47763771405,4210.31659674,4233.683383432332,4372.602684177294,4301.411059599997,8455420000.0,4279.950195,4245.399902,4260.419922,4307.189941,4307.600098
2014-03-19,4331.459961,4334.299805,4283.540039,4307.600098,4307.600098,4285.3360352,4302.259963262521,4308.0000488,4304.89355475,4286.679776788902,4214.19499518,4236.582078121261,4369.870018890177,4304.893554749998,6462670000.0,4333.310059,4279.950195,4245.399902,4323.330078,4319.290039
2014-03-20,4297.990234,4329.609863,4287.410156,4319.290039,4319.290039,4297.1100586,4307.9366551750145,4304.7160644000005,4307.48056645,4289.785516047102,4217.51719244,4239.825527567486,4370.390907386263,4307.480566449997,8309940000.0,4307.600098,4333.310059,4279.950195,4260.419922,4276.790039
2014-03-21,4339.899902,4344.390137,4268.339844,4276.790039,4276.790039,4303.388086000001,4297.554449783343,4298.7730468,4308.1495606,4288.547851566425,4219.74079596,4241.275116251114,4369.434650659651,4308.149560599997,5064200000.0,4319.290039,4307.600098,4333.310059,4245.399902,4226.390137
2014-03-24,4289.490234,4289.490234,4190.609863,4226.390137,4226.390137,4292.6760744,4273.833012188896,4287.967041,4304.8205567,4282.628069226766,4221.14479988,4240.6913915746,4375.548000868673,4304.820556699998,2629550000.0,4276.790039,4319.290039,4307.600098,4279.950195,4234.27002
2014-03-25,4252.649902,4274.319824,4203.640137,4234.27002,4234.27002,4272.8680666,4260.6453481259305,4280.675048900001,4302.1545655,4278.022540728978,4222.33680184,4240.439573081479,4379.031333616464,4302.154565499997,4900310000.0,4226.390137,4276.790039,4319.290039,4333.310059,4173.580078
2014-03-26,4254.97998,4263.069824,4173.580078,4173.580078,4173.580078,4246.0640626,4231.623591417287,4265.7000489,4296.23056645,4268.0756395166945,4223.5424073,4237.817632097891,4391.39128508933,4296.230566449997,2444850000.0,4234.27002,4226.390137,4276.790039,4307.600098,4151.22998
2014-03-27,4169.350098,4186.129883,4131.810059,4151.22998,4151.22998,4212.4520508000005,4204.825720944858,4254.7810547,4287.84555665,4256.947481467485,4222.906606500001,4234.4220378979735,4401.319379067209,4287.845556649998,174200000.0,4173.580078,4234.27002,4226.390137,4319.290039,4155.759766
2014-03-28,4163.180176,4203.490234,4144.689941,4155.759766,4155.759766,4188.2459962,4188.470402629906,4245.8170411,4280.227539099999,4247.310556184867,4221.72420416,4231.337242921582,4406.921229815957,4280.2275390999985,2204040000.0,4151.22998,4173.580078,4234.27002,4276.790039,4198.990234
2014-03-31,4185.629883,4212.970215,4180.540039,4198.990234,4198.990234,4182.7660156,4191.9770130866045,4237.721045,4276.31206055,4242.708620738689,4221.33021002,4230.068732767795,4407.872514337325,4276.312060549998,4294890000.0,4155.759766,4151.22998,4173.580078,4226.390137,4268.040039
2014-04-01,4219.870117,4268.200195,4218.77002,4268.040039,4268.040039,4189.520019400001,4217.331355057737,4231.194043,4272.11555175,4245.121136763576,4222.73940924,4231.557803600431,4399.027191316383,4272.115551749998,6448020000.0,4198.990234,4155.759766,4151.22998,4234.27002,4276.459961
2014-04-02,4281.609863,4286.089844,4258.859863,4276.459961,4276.459961,4210.095996000001,4237.040890371824,4228.0800293,4268.040039050001,4248.105786690854,4223.75341314,4233.318672518061,4388.745031408875,4268.040039049998,8635120000.0,4268.040039,4198.990234,4155.759766,4173.580078,4237.740234
2014-04-03,4282.180176,4284.689941,4216.569824,4237.740234,4237.740234,4227.398046799999,4237.2740049145505,4219.925048800001,4262.320556600001,4247.118591196487,4223.64821782,4233.49206708598,4377.247666232556,4262.320556599998,6567750000.0,4276.459961,4268.040039,4198.990234,4151.22998,4127.72998
