Date,Open,High,Low,Close,Adj Close,SMA_5,EMA_5,SMA_10,SMA_20,EMA_20,SMA_50,EMA_50,BB_Upper,BB_Middle,OBV,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_5,Target_Close_1d
2014-03-14,0.01882714152423165,0.01774091726674054,0.023771930733397117,0.019765720215825344,0.019765720215825344,0.020635012575534684,0.01879530056676615,0.01932827193825798,0.01702347872971477,0.014396743175333515,0.005491771906034337,0.007796965863472283,0.017074910621881156,0.017023478729714714,0.0062652839749356955,0.02097417711823807,0.02603570248571846,0.024737124989580805,0.027202824171966622,0.022545512789752198
2014-03-17,0.020728413038856253,0.02005832440228439,0.02626792595980504,0.022545512789752198,0.022545512789752198,0.019752184593721078,0.018682333410378116,0.019350017644723883,0.017171809422945106,0.01440208131740528,0.005725386630227591,0.007972750462855005,0.016935014043231333,0.017171809422945106,0.008781462780474245,0.019765720215825344,0.02097417711823807,0.02603570248571846,0.027059730739133814,0.026838655938869527
2014-03-18,0.021688246399345412,0.022731305316188166,0.0271596525506263,0.026838655938869527,0.026838655938869527,0.020175295989293074,0.02005276240520948,0.01919691629926762,0.017421696808794074,0.01482745538850444,0.006069117308689309,0.008320688463911763,0.017223798294869863,0.017421696808793852,0.011509564268868344,0.022545512789752198,0.019765720215825344,0.02097417711823807,0.024855934553353942,0.0247701247497491
2014-03-19,0.02530679785191675,0.022702449694861904,0.027113875724271763,0.0247701247497491,0.0247701247497491,0.019920491099433058,0.020269792063621672,0.018783643619045,0.017709232797567087,0.015009690099950679,0.006400081849204875,0.00856871307915491,0.017002357178756644,0.017709232797566976,0.008739962181641173,0.026838655938869527,0.022545512789752198,0.019765720215825344,0.026160748967723135,0.025710655447461095
2014-03-20,0.02262968447349467,0.02232689588650799,0.027424781677480026,0.025710655447461095,0.025710655447461095,0.020874109201822866,0.020731207577366406,0.018514201911217165,0.017922832224152696,0.015266700887329399,0.006683582759868967,0.008846236374047967,0.0170445672988499,0.01792283222415253,0.011307370460488061,0.0247701247497491,0.026838655938869527,0.022545512789752198,0.021074913676547458,0.022291257979778545
2014-03-21,0.025981875929613485,0.023510447450517558,0.025892767650426196,0.022291257979778545,0.022291257979778545,0.021382587941209397,0.019887316327242777,0.01802659398841605,0.0179780684516615,0.015164279822248217,0.006873334774436524,0.008970269331672276,0.01696707718038204,0.017978068451661333,0.006796313740580035,0.025710655447461095,0.0247701247497491,0.026838655938869527,0.01986065269474091,0.018236262749890264
2014-03-24,0.02194980250981482,0.019114259256738375,0.019648327537719557,0.018236262749890264,0.018236262749890264,0.020514985777723815,0.017959179397648906,0.017139991525398857,0.01770320563440364,0.014674397126458516,0.006993145959247438,0.008920323371908623,0.01746247158519948,0.017703205634403474,0.0034125417061213067,0.022291257979778545,0.025710655447461095,0.0247701247497491,0.022653796292411543,0.018870249855204024
2014-03-25,0.01900308753772345,0.017899466994959923,0.02069511494971138,0.018870249855204024,0.018870249855204024,0.018910668020859334,0.01688725355025289,0.016541704028999293,0.017483085179748448,0.014293273533295792,0.007094865879747614,0.008898776713301915,0.01774474292486955,0.01748308517974828,0.0065685329923297975,0.018236262749890264,0.022291257979778545,0.025710655447461095,0.026967558913879752,0.013987354937825158
2014-03-26,0.019189461420801912,0.01699860716684659,0.018280239302051915,0.013987354937825158,0.013987354937825158,0.016739720795552526,0.014528293615854948,0.015313047286682702,0.016993963773697718,0.01347013266408148,0.007197746659864723,0.008674432319210168,0.018746329713474785,0.01699396377369755,0.0031558384038953085,0.018870249855204024,0.018236262749890264,0.022291257979778545,0.024889092807571678,0.012189146267150841
2014-03-27,0.012340259970939238,0.010837531431352687,0.014924643703075613,0.012189146267150841,0.012189146267150841,0.014017369920131417,0.012350096637419927,0.01441717444239915,0.016301646346144283,0.012549238659618211,0.007143490367509331,0.00838389087371988,0.019550851299672323,0.016301646346144227,0.0,0.013987354937825158,0.018870249855204024,0.018236262749890264,0.02583414076595797,0.012553596591328375
2014-03-28,0.011846751890337903,0.012227686348494637,0.015959349369705333,0.012553596591328375,0.012553596591328375,0.012056839431123234,0.011020696043009759,0.0136817022722584,0.015672656465503643,0.011751749382868215,0.007042589634070839,0.008119942728354479,0.020004796423486182,0.015672656465503587,0.0028211512235539835,0.012189146267150841,0.013987354937825158,0.018870249855204024,0.022398320325853427,0.016031764892644407
2014-03-31,0.013642416699655158,0.012986809375532593,0.018839367956042963,0.016031764892644407,0.016031764892644407,0.011612997209703435,0.01130572198599239,0.013017448503040763,0.015349370732745615,0.011370923127294597,0.007008968000933202,0.008011403617965651,0.020081883620057972,0.015349370732745504,0.00572709653735598,0.012553596591328375,0.012189146267150841,0.013987354937825158,0.01832384942065657,0.021587264383490956
2014-04-01,0.016381159938334888,0.017409428956821515,0.021910574507147174,0.021587264383490956,0.021587264383490956,0.012160026892631515,0.01336658540902258,0.012481926298405499,0.015002881432623238,0.01157056726724709,0.007129222528557855,0.008138814835761288,0.01936510421374965,0.015002881432623183,0.008719601037203649,0.016031764892644407,0.012553596591328375,0.012189146267150841,0.018960881493057302,0.022264701088547
2014-04-02,0.02131948226157887,0.018841968167767897,0.025131193122007123,0.022264701088547,0.022264701088547,0.01382654504819325,0.014968625030479632,0.012226430209712869,0.014666382306715853,0.01181755748892599,0.007215752919913054,0.008289482250807445,0.018531890948770835,0.014666382306715686,0.01175931837504058,0.021587264383490956,0.016031764892644407,0.012553596591328375,0.01405453459347239,0.019149450819060887
2014-04-03,0.0213650993818556,0.01872986893434958,0.021733821702354716,0.019149450819060887,0.019149450819060887,0.015227896845349143,0.014987573155223977,0.011557336935937634,0.01419414703553934,0.011735863608593244,0.007206776039046681,0.008304318625661833,0.017600203709573325,0.014194147035539173,0.008886006485907053,0.022264701088547,0.021587264383490956,0.016031764892644407,0.012247689333549139,0.010298420608549907
2014-04-04,0.01990613387717538,0.017318130937178322,0.013872246978167191,0.010298420608549907,0.010298420608549907,0.01477385135167858,0.012019570351668118,0.010334340965984568,0.013333435917675107,0.010794927875877103,0.00705120983701174,0.007949438121161168,0.017467203797892406,0.013333435917674996,0.005242862657937679,0.019149450819060887,0.022264701088547,0.021587264383490956,0.012613890070680867,0.0064381236176920265
2014-04-07,0.007666657288934731,0.006637546184009413,0.00852433877624953,0.0064381236176920265,0.0064381236176920265,0.012842317129050984,0.008740924795166971,0.009131199777208054,0.012281956026740704,0.009565461148446253,0.006968571204161389,0.007447479572014526,0.017644547465824167,0.012281956026740704,0.001692268223012321,0.010298420608549907,0.019149450819060887,0.022264701088547,0.01610876361396757,0.009112513546274958
2014-04-08,0.005607815530546567,0.005561323620456304,0.009646636293403121,0.009112513546274958,0.009112513546274958,0.01033071517622991,0.007455777147069631,0.008136133154332537,0.011480240555985566,0.008715062265211349,0.007018714480481636,0.007076741963701616,0.01739464077753422,0.011480240555985566,0.004748385663536132,0.0064381236176920265,0.010298420608549907,0.019149450819060887,0.02169094552936135,0.014817650939061178
2014-04-09,0.009163194350705672,0.010762264232369922,0.01406986801121618,0.014817650939061178,0.014817650939061178,0.008831364532495556,0.008520249592671503,0.008220804415348393,0.010904630371417645,0.008504513091468713,0.0071653888024990064,0.006958477674421815,0.016391412330456212,0.01090463037141759,0.00746907930893692,0.009112513546274958,0.0064381236176920265,0.010298420608549907,0.022371635884930352,0.0043752298483778485
2014-04-10,0.013288884317458505,0.010555660799161148,0.007770805623350752,0.0043752298483778485,0.0043752298483778485,0.005856799130301238,0.0057133530509548835,0.00742396310132909,0.010052920690650058,0.007291105787966212,0.007169963076654129,0.006409346671349125,0.016910384998908623,0.010052920690650113,0.0041039867134707066,0.014817650939061178,0.009112513546274958,0.0064381236176920265,0.01924142342700408,0.0
2014-04-11,0.0,0.0013156502859940078,0.0036640696502510672,0.0,0.0,0.003783368273931609,0.0023687050934013687,0.006143782476480175,0.009038720513887766,0.005764675777278017,0.0069593555651883965,0.005699279849855798,0.01788444182853649,0.009038720513887655,0.0009567236175057421,0.0043752298483778485,0.014817650939061178,0.009112513546274958,0.010347882737256009,0.001847276058858649
2014-04-14,0.0018388800265954908,0.0,0.0032511562079562406,0.001847276058858649,0.001847276058858649,0.0028590707192685527,0.0007610205332597153,0.004697288027953828,0.00797667192056939,0.0045645740614988495,0.006820788100992847,0.005094100028043391,0.017783018184752974,0.007976671920569278,0.003584186848649248,0.0,0.0043752298483778485,0.014817650939061178,0.0064690451843194,0.002770108759842016
2014-04-15,0.001404541353418165,0.0003211072817184135,0.0,0.002770108759842016,0.002770108759842016,0.0015821236719845144,0.0,0.00277836719368052,0.006741689105025983,0.0035691658635834123,0.006884277527777594,0.0045511397827687206,0.016464884986650663,0.006741689105025983,0.006938021746508366,0.001847276058858649,0.0,0.0043752298483778485,0.009156279899873665,0.00695947955187165
2014-04-16,0.00413928136710956,0.0028419116703237157,0.007453486203606807,0.00695947955187165,0.00695947955187165,0.0,0.000903447477352437,0.0012175835626527798,0.005827805911765072,0.00307893751939331,0.006977651414206032,0.0042041911519901665,0.014986746630547942,0.005827805911765127,0.009527445078453576,0.002770108759842016,0.001847276058858649,0.0,0.0148888184108249,0.007706922828357943
2014-04-17,0.005217492655656242,0.004778154282351343,0.009533351373243792,0.007706922828357943,0.007706922828357943,0.0006707858701076597,0.0017574515804228419,5.0706602219952046e-05,0.004904015197068179,0.0027086150466709147,0.007120963574104189,0.0039020207120352146,0.013017159781207432,0.004904015197068179,0.012244191580495827,0.00695947955187165,0.002770108759842016,0.001847276058858649,0.0043962435736960015,0.009801185908671406
2014-04-21,0.007222749957000618,0.005666189389875176,0.010915914052713804,0.009801185908671406,0.009801185908671406,0.0026441060581745,0.003032042681678948,0.0,0.004263136283273294,0.002578709548492486,0.007230926190964715,0.003699042008371789,0.011580657510249004,0.004263136283273294,0.014390714851150515,0.007706922828357943,0.00695947955187165,0.002770108759842016,0.0,0.013012213823052954
2014-04-22,0.00935757468376075,0.009603580243284948,0.014908560952035077,0.013012213823052954,0.013012213823052954,0.0048919970066668705,0.004963102040062728,0.0006704073088285578,0.003995084763411427,0.0027757193371187316,0.007291685137004678,0.003637940205458101,0.010962853656814098,0.003995084763411594,0.016997955921777573,0.009801185908671406,0.007706922828357943,0.00695947955187165,0.0018561483131248058,0.010237292643443252
2014-04-23,0.011664361635649934,0.008860449039686302,0.01441050732356669,0.010237292643443252,0.010237292643443252,0.00639540127252014,0.005316004417462217,0.0007851091312867098,0.003552118525169401,0.0026821427529830077,0.007255503442963385,0.0034635055716835117,0.01002364983331705,0.0035521185251694565,0.014503528099887301,0.013012213823052954,0.009801185908671406,0.007706922828357943,0.0027834132733414174,0.011956616297276568
2014-04-24,0.012760968130550332,0.010119267722602243,0.012973302767191275,0.011956616297276568,0.011956616297276568,0.007401498995196154,0.0061302647120548,0.0004933488306597678,0.003447919160526336,0.002765898372091957,0.007182610042058446,0.0033676164575665024,0.00984450454262803,0.0034479191605263915,0.017465094778903616,0.010237292643443252,0.013012213823052954,0.009801185908671406,0.006992905131036287,0.006101016002512227
2014-04-25,0.008805678260132399,0.006101018413619652,0.009806502273871143,0.006101016002512227,0.006101016002512227,0.0070781740027794915,0.0047011981240250855,0.0006693396697060039,0.003135530706013745,0.0022680789998776874,0.00696802577123895,0.0030312780078664003,0.009675719967002117,0.0031355307060138005,0.01456430576857351,0.011956616297276568,0.010237292643443252,0.013012213823052954,0.007743938291539576,0.00600767393409074
2014-04-28,0.006138133620453234,0.004868631278366342,0.005474020135483315,0.00600767393409074,0.00600767393409074,0.0063144078796931735,0.0037170535916165592,0.001281985433402577,0.0027996524357786767,0.0018085274678802943,0.006684251519458728,0.0027042364403166985,0.009444047433356528,0.0027996524357786212,0.01130051855317905,0.006101016002512227,0.011956616297276568,0.010237292643443252,0.009848259876351906,0.008352184773284255
2014-04-29,0.005954161640373268,0.004857448685109789,0.009979214708821904,0.008352184773284255,0.008352184773284255,0.005376181680682934,0.003850484628787343,0.001945337807523817,0.002405604992555155,0.0016224044882529043,0.006444493314712252,0.002487798610639913,0.00875561553166565,0.0024056049925552103,0.01395683484633778,0.00600767393409074,0.006101016002512227,0.011956616297276568,0.013074709988176891,0.009238816031679808
2014-04-30,0.005608616111555331,0.005233002493463701,0.010009732619836675,0.009238816031679808,0.009238816031679808,0.005175153552692602,0.004238016784878618,0.0026049984599097464,0.001771992942784184,0.0015408594307450563,0.006174458558220797,0.0023168257806928105,0.006793410505183284,0.0017719929427842396,0.016946934924350846,0.008352184773284255,0.00600767393409074,0.006101016002512227,0.010286461181569562,0.010275910111597064
2014-05-01,0.008492920079006039,0.0079091505102174,0.01281985025325888,0.010275910111597064,0.010275910111597064,0.004836768843197781,0.004845618899914195,0.0029431987609414567,0.0011568352963527428,0.0015686714114023226,0.005985867404976752,0.0021958101096583027,0.0043081334276712235,0.0011568352963527984,0.01983368655865235,0.009238816031679808,0.008352184773284255,0.00600767393409074,0.012014042548996628,0.009990266278803395
2014-05-02,0.009883069371072528,0.007548806578972056,0.013645716341341652,0.009990266278803395,0.009990266278803395,0.005619810421856164,0.005154494787339425,0.0031760477316623015,0.0006868677728678052,0.0015658537591831667,0.005740699071310085,0.002067627283325768,0.0023811919336022003,0.0006868677728678607,0.017269725081048126,0.010275910111597064,0.009238816031679808,0.008352184773284255,0.00613031848006923,0.011129541690280798
2014-05-05,0.006733225584775848,0.007010675758546803,0.011272616514358291,0.011129541690280798,0.011129541690280798,0.006651020842521227,0.005744069535911167,0.0033115097342964472,0.0007295134816401871,0.001674904695124213,0.005526763149568237,0.0019919850818346796,0.002485366601578165,0.0007295134816402427,0.019439500361698708,0.009990266278803395,0.010275910111597064,0.009238816031679808,0.006036528100437921,0.0065193853973704585
2014-05-06,0.009050440486237876,0.00653983572399508,0.010823536644639031,0.0065193853973704585,0.0065193853973704585,0.00628201447504001,0.004584622952275519,0.0026493892741911163,0.0007336831101897867,0.0013219717811439047,0.005164582450101207,0.0017270411907223115,0.00248605590301465,0.0007336831101898422,0.016867450019887906,0.011129541690280798,0.009990266278803395,0.010275910111597064,0.008392299355309663,0.005466203897160071
2014-05-07,0.005632615864887114,0.0032222747088604398,0.006026735322938626,0.005466203897160071,0.005466203897160071,0.005522456217890048,0.003456993688372434,0.0021628470049704362,0.0005465870747161095,0.0008994848046235959,0.004789243520587072,0.0014285639830364238,0.0023650682624511976,0.000546587074716165,0.013412268046780711,0.0065193853973704585,0.011129541690280798,0.009990266278803395,0.00928318900157693,0.004165230006820619
2014-05-08,0.003056266272565833,0.0046772767194871445,0.00754184292392146,0.004165230006820619,0.004165230006820619,0.004292163422106476,0.0022671304708164475,0.0013683032503428172,0.0,0.0003897949108863652,0.004378677919218088,0.0010875342294984769,0.0012479956098471745,0.0,0.010060059260798173,0.005466203897160071,0.0065193853973704585,0.011129541690280798,0.010325264124977585,0.005804136512378211
2014-05-09,0.002269195878186747,0.0016880173727728542,0.006363334345782512,0.005804136512378211,0.005804136512378211,0.0034493496590652373,0.002025799435599329,0.00133802831133073,7.331872430560438e-05,8.918961995046937e-05,0.003957018720599503,0.0008282293145449593,0.0012250042285790186,7.331872430560438e-05,0.012806603915518959,0.004165230006820619,0.005466203897160071,0.0065193853973704585,0.010038248377736148,0.011596173104649055
2014-05-12,0.006220521636825849,0.0076673180926086215,0.01173373876527628,0.011596173104649055,0.011596173104649055,0.0035432988198034754,0.0038154134239954396,0.0019079278065139982,0.0006683307291343588,0.0003845851471044326,0.0036766745510608545,0.0008206519681354663,0.001131799404122058,0.0006683307291343588,0.015419529428517993,0.005804136512378211,0.004165230006820619,0.005466203897160071,0.01118299559787006,0.01049472958492853
2014-05-13,0.01038458382166435,0.008355162127218319,0.014619347062783894,0.01049472958492853,0.01049472958492853,0.004343674102235573,0.004637572031215342,0.0021264185263473734,0.0011120407887183492,0.0005439534331327933,0.0034255669102316033,0.0007674357164369483,0.0009667055139068736,0.0011120407887183492,0.012746201503419652,0.011596173104649055,0.005804136512378211,0.004165230006820619,0.0065506972549713716,0.008118044066061592
